nproyecto,nrecurso
R.R. Donnelley & Sons Company,40673-71535-KL
El Volcán,31907-46206-IB
"Edge Therapeutics, Inc.",97565-99203-NI
"CatchMark Timber Trust, Inc.",72545-74661-HE
"Hub Group, Inc.",14691-34215-IA
SQM Salar,61430-21970-OL
Sierra Miranda,724-47053-JO
Silvercrest Asset Management Group Inc.,39847-85823-FJ
Gilat Satellite Networks Ltd.,59819-52455-KI
Credit Acceptance Corporation,57214-5485-IH
United Microelectronics Corporation,44295-59764-DI
"Entergy Louisiana, Inc.",34257-29936-NL
Double Eagle Acquisition Corp.,57927-25003-GF
Lenga,41824-90571-OF
Abeona Therapeutics Inc.,76865-28661-GN
BLDRS Developed Markets 100 ADR Index Fund,76479-91802-JM
CMP - Romeral,54105-50338-HK
Forum Merger Corporation,86264-39964-DM
Urstadt Biddle Properties Inc.,10882-93786-AO
Neff Corporation,12105-51210-JL
SQM - Pedro de Valdivia,67571-78676-GJ
Isla Riesco,96460-39091-NN
Delta,41132-68370-EK
"Zynerba Pharmaceuticals, Inc.",44557-97680-KD
Linderos,67114-7784-GL
"Cyclacel Pharmaceuticals, Inc.",90103-94616-KD
Linderos,22553-33978-BF
Andacollo Cobre,72691-71095-AG
China Mobile (Hong Kong) Ltd.,82430-68888-DH
Cabot Corporation,27774-60659-HG
CMP - Cerro Negro Norte,8567-33471-EI
SQM - Pampa Blanca,86595-32453-IK
III de Atacama Kozan,98317-62659-BN
Coirón,59782-96494-NJ
KT Corporation,56289-39594-EG
Cerro Blanco,73496-40572-OB
CMP - Algarrobo,2114-94830-BN
"Waste Management, Inc.",53720-74502-DB
Manto Verde,37981-6229-LI
Chimborazo,48459-51224-NG
Marte Lobo,61577-37736-IB
"PrivateBancorp, Inc.",92323-53396-AN
Cordillera - Tenardita,5880-73301-BD
PowerShares Golden Dragon China Portfolio,82779-74014-IM
Schwager,66308-31613-DA
China Mobile (Hong Kong) Ltd.,61427-88422-DA
BlackRock Municipal Target Term Trust Inc. (The),24874-35765-GJ
"Chegg, Inc.",66124-42395-HK
Check-Cap Ltd.,97382-4845-BM
Los Bronces,69339-11770-MF
Quiborax,63896-92915-LA
"Impax Laboratories, Inc.",72461-87708-LG
"Ulta Beauty, Inc.",40093-95951-HG
BLDRS Asia 50 ADR Index Fund,81122-35138-IO
Check-Cap Ltd.,58940-56052-MB
United Insurance Holdings Corp.,67196-17696-EE
Delta,14918-98122-IG
"Pepsico, Inc.",39399-81997-FA
Nuveen Michigan Quality Municipal Income Fund,72153-26300-BO
Sierra Gorda,41529-17666-KE
"Idera Pharmaceuticals, Inc.",13628-2262-JJ
L.B. Foster Company,21029-30455-IM
Delta,59419-18332-BH
Iván,74963-93211-JO
La Marcelina,2674-19231-FF
"AMC Entertainment Holdings, Inc.",25734-66760-ML
Ministro Hales,82441-4455-HD
"Western New England Bancorp, Inc.",55022-71375-AB
Ministro Hales,45814-60975-AF
Iván,71593-48030-IB
Quiborax - Ascotán,64384-66173-BB
United Microelectronics Corporation,52944-28283-BL
Gabriela Mistral,28933-26083-IJ
Eagle Bulk Shipping Inc.,26576-1764-BJ
Walter Investment Management Corp.,45339-83674-FF
TICC Capital Corp.,53452-12969-NN
Nuveen Connecticut Quality Municipal Income Fund,73940-62074-OL
"Portola Pharmaceuticals, Inc.",7176-48057-HH
Sierra Gorda,15117-71017-NL
Lions Gate Entertainment Corporation,25416-50329-AF
El Toqui,75834-19053-MH
El Salvador,97714-68358-JI
Manto Verde,52650-7158-KI
Isla Guarello,6350-48585-JJ
Can Can,89429-34848-NK
Cowen Inc.,5193-9340-IM
NVIDIA Corporation,9798-56047-OK
"Impax Laboratories, Inc.",68293-77403-JA
3M Company,37030-61829-MB
Lomas Bayas,35977-62717-GA
"Entergy Louisiana, Inc.",63285-89767-OJ
Special Opportunities Fund Inc.,81435-52591-IA
Walter Investment Management Corp.,70160-22057-DB
Punta de Lobos - Kanita,5875-35219-BD
"Everspin Technologies, Inc.",23150-75331-BI
Yahoo! Inc.,31913-8021-BL
Algorta,44621-6367-MB
CMP - Boquerón Chañar,8149-3022-AM
"FSB Bancorp, Inc.",15176-27245-BG
Garrison Capital Inc.,5347-93406-EI
JM Global Holding Company,83345-55702-KH
"National American University Holdings, Inc.",57860-92393-HE
El Tofo,16808-80937-HE
Special Opportunities Fund Inc.,54749-81917-BE
Enel Generacion Chile S.A.,2544-79062-AL
Hamilton Lane Incorporated,49635-49624-OG
Manantial,88051-43261-MB
"ILG, Inc",61063-24576-LI
Park-Ohio Holdings Corp.,89281-13551-JB
Celite - Carol,9951-98259-GM
"Destination XL Group, Inc.",39061-57318-BE
Punitaqui,25737-60123-AA
BLDRS Developed Markets 100 ADR Index Fund,89945-30830-FE
Celgene Corporation,92234-35200-AO
Northrop Grumman Corporation,11027-96875-NH
"Blackhawk Network Holdings, Inc.",82187-25269-MG
Schwager,27224-57160-AK
Sierra Miranda,35436-98090-GO
Chimberos,65684-12287-DB
PowerShares Golden Dragon China Portfolio,61979-91714-MB
"Adams Diversified Equity Fund, Inc.",85089-43074-NK
Jazz Pharmaceuticals plc,9414-18527-BB
Las Arenitas,1268-47186-MB
Forum Merger Corporation,17092-91071-NJ
Pirquitas,90250-41009-DJ
"Evolving Systems, Inc.",51722-16394-EJ
3M Company,10649-25183-BN
SQM - Nueva Victoria,6732-37943-MM
"FairPoint Communications, Inc.",68566-51669-NJ
Kilroy Realty Corporation,17776-71464-IO
Dynatronics Corporation,5739-36388-HN
Celite - Carol,95442-23578-LM
Apollo Senior Floating Rate Fund Inc.,52175-74734-MF
"Rush Enterprises, Inc.",84364-64245-AB
EQT Corporation,91578-47107-EF
"Herman Miller, Inc.",45346-43396-EK
"Cyclacel Pharmaceuticals, Inc.",97052-45578-BM
Salesforce.com Inc,40319-32177-BB
American Homes 4 Rent,65193-53812-GI
First Trust Multi-Asset Diversified Income Index Fund,79723-7902-GI
"CatchMark Timber Trust, Inc.",89674-68541-GK
"Sarepta Therapeutics, Inc.",45738-1667-HI
Tranquilo,63043-50995-NA
"Western New England Bancorp, Inc.",99293-52824-GB
"Nutanix, Inc.",94211-87641-OD
SCL Chemetall,78861-45318-DD
Can Can,74759-36290-NB
Can Can,37081-59933-AE
L.B. Foster Company,89800-51080-EF
Abeona Therapeutics Inc.,8115-27353-DD
Chimberos,56706-65301-BE
"Recon Technology, Ltd.",22849-33125-EL
"Nustar GP Holdings, LLC",81688-80041-BN
Pinatolca,72093-90853-AN
Las Piedras,65151-89904-GN
Vanguard Russell 3000 ETF,58852-24286-KO
Candelaria,60726-12693-NN
Franke,61103-18506-FB
"Nustar GP Holdings, LLC",22391-84366-FM
Randgold Resources Limited,64057-53567-HA
Las Piedras,50823-76622-EN
Sierra Miranda,91137-52212-FH
Cerro Colorado,81814-28181-KB
Isla Riesco,67255-69607-HI
Applied DNA Sciences Inc,28372-77682-FB
Pucobre,49359-19625-FO
Cabot Corporation,21013-24890-LJ
Dynatronics Corporation,12755-95577-FM
Western Asset Bond Fund,1702-46976-LI
"Gabelli Equity Trust, Inc. (The)",62012-22225-KN
Kraton Corporation,58060-9659-AH
Andacollo Oro,87364-83203-EK
Zaldívar,52310-82126-DB
VictoryShares US 500 Enhanced Volatility Wtd ETF,1628-98787-AA
"Argos Therapeutics, Inc.",40435-10181-EF
Nuveen Michigan Quality Municipal Income Fund,4052-97781-MI
Andes Travertine,52317-88013-LG
"HD Supply Holdings, Inc.",86536-35084-OH
E*TRADE Financial Corporation,88445-35281-NH
Faride,83263-99361-LI
"Sierra Oncology, Inc.",23116-25336-DH
Del Fierro,72537-93780-GA
Escondida,27150-2533-EJ
Inacesa - El Jilguero,16079-13424-BF
"Littelfuse, Inc.",25105-61121-NH
Natl Westminster Pfd,97818-2265-AJ
ACF - Lagunas,96383-69085-IA
First Trust Nasdaq Retail ETF,83845-68328-LL
Cordillera - Tenardita,15755-68687-HG
Hamilton Lane Incorporated,35220-66143-FJ
Andacollo Cobre,48414-2111-EH
Del Fierro,93811-32204-EN
Credit Acceptance Corporation,59836-73339-JB
Talcuna,18058-2294-OL
Park-Ohio Holdings Corp.,92047-45628-KA
"Silicon Laboratories, Inc.",37453-37887-HD
"Appliance Recycling Centers of America, Inc.",12601-7542-FA
Altamira,16504-3741-ML
Navío,63453-90736-JL
Las Luces,98109-45800-DM
Array BioPharma Inc.,22685-73957-JF
"Sportsman's Warehouse Holdings, Inc.",19242-5912-FI
Sierra Gorda,66618-63523-IN
"Franklin Financial Network, Inc.",78852-16526-NB
Peapack-Gladstone Financial Corporation,78013-24201-HH
"Cogentix Medical, Inc.",72318-99001-KK
"Rush Enterprises, Inc.",75095-45438-LA
"Silicon Laboratories, Inc.",42744-76621-KH
Cordillera - Tenardita,7807-74991-FH
Microsemi Corporation,60115-45710-BB
Dos Amigos,89951-25929-LK
Spence,72942-50840-FL
Lomas Bayas,38989-27561-AN
Chimborazo,31914-21111-GO
Cordillera - Tenardita,37425-79742-NB
PIMCO Dynamic Credit and Mortgage Income Fund,49502-60109-IH
AmerisourceBergen Corporation (Holding Co),36196-6655-AN
Tres Valles,84864-10922-AN
Johnson & Johnson,79764-46884-DG
Can Can,52558-78423-JJ
Great Elm Capital Corp.,16448-20212-OE
Galectin Therapeutics Inc.,72630-89135-AA
Can Can,96359-18276-MD
Radomiro Tomic,49379-50100-OD
SCL Chemetall,26026-48232-FB
Peckett,47961-54465-IH
Gladstone Commercial Corporation,12823-74443-AD
"Blackhawk Network Holdings, Inc.",52202-90211-NF
BLDRS Developed Markets 100 ADR Index Fund,55707-64902-OB
"Nutanix, Inc.",73494-72853-GB
Gilat Satellite Networks Ltd.,45924-58276-GJ
"SeaChange International, Inc.",2867-18635-DL
Nuveen Michigan Quality Municipal Income Fund,43188-3186-KB
Azul S.A.,77147-66096-GG
"Cogentix Medical, Inc.",90164-89139-DH
Kilroy Realty Corporation,98280-79377-BK
Coirón,48887-57801-KH
Dorado,77097-99562-KK
Nuveen Energy MLP Total Return Fund,32032-17154-OH
Marine Petroleum Trust,65195-8952-NE
"Diamond Hill Investment Group, Inc.",39668-24928-DA
AbbVie Inc.,64500-66855-BI
Garrison Capital Inc.,19270-49185-LO
Peckett,42348-6583-AD
PowerShares KBW High Dividend Yield Financial Portfolio,90126-75009-FF
BLDRS Developed Markets 100 ADR Index Fund,35744-6277-IM
Regal Entertainment Group,57965-40158-NB
Chimberos,78214-97583-JI
Michilla,18026-37643-OI
Collahuasi,99868-10770-AH
La Pepa,65564-45621-EN
"Waste Management, Inc.",67750-93710-BH
Pascua,81898-55913-DA
Escondida,43802-56387-HI
Aircastle Limited,20217-73244-OL
American Homes 4 Rent,31141-85137-OL
Catamutún,61989-84299-FK
STMicroelectronics N.V.,79794-56706-BJ
La Pepa,44768-56931-IO
Merus Labs International Inc.,87850-57004-GD
Jazz Pharmaceuticals plc,89346-13711-GG
Abeona Therapeutics Inc.,83117-63091-BK
Alliance National Municipal Income Fund Inc,82133-35379-GK
Applied DNA Sciences Inc,80002-20574-OL
Patriot National Bancorp Inc.,29813-32887-KI
"Dupont Fabros Technology, Inc.",36585-31234-HA
PowerShares BuyBack Achievers Portfolio,38168-55411-NG
"Kayne Anderson Energy Total Return Fund, Inc.",4248-30802-MB
Cerro Negro,549-66354-NB
China Mobile (Hong Kong) Ltd.,68144-68933-JL
El Guindo,66797-4577-DB
Kraton Corporation,23442-39121-AD
"German American Bancorp, Inc.",60574-56998-JB
Cóndor,48923-8827-IL
Can Can,12596-81611-EA
"Diamond Hill Investment Group, Inc.",71968-111-DK
iPath US Treasury Long Bond Bear ETN,53556-79808-MK
Sierra Gorda,50507-47769-NK
Texas Pacific Land Trust,80879-57490-IO
Regal Entertainment Group,6819-40974-EM
The9 Limited,18231-75186-MK
3M Company,5697-29129-DL
Virco Manufacturing Corporation,80040-90763-HH
Zion Oil & Gas Inc,90288-6810-GL
Yelp Inc.,55146-47062-JJ
Guaranty Bancorp,76365-61748-JN
Kraton Corporation,90064-8920-FG
Celgene Corporation,56552-3847-KO
Alhué,15389-24076-NL
Marte Lobo,58157-2150-AO
"Avenue Therapeutics, Inc.",98817-63470-MG
Check-Cap Ltd.,91874-96633-FO
Envision Healthcare Corporation,80706-38642-KE
"Ulta Beauty, Inc.",59749-49104-GK
"Sarepta Therapeutics, Inc.",1930-64293-EI
PureFunds ETFx HealthTech ETF,82542-16306-DE
Novanta Inc.,27597-16331-EB
Cordillera - Tenardita,45862-10491-OE
BLDRS Asia 50 ADR Index Fund,93244-5815-BB
First Trust Multi-Asset Diversified Income Index Fund,453-3196-OG
"Mirna Therapeutics, Inc.",81802-89135-FJ
Nuveen Energy MLP Total Return Fund,40666-61176-FG
La Productora,26895-77295-OH
Pinatolca,60227-31562-LA
"RiverNorth Opportunities Fund, Inc.",10415-19956-BM
ACF - Lagunas,34242-22554-FO
American Homes 4 Rent,93636-29198-DO
Flor de Los Andes,81991-84-OB
Quiborax,66315-25047-LB
Catamutún,23724-92853-IN
"Western Refining Logistics, LP",72616-70660-AM
Cabot Corporation,67783-42830-DE
El Toqui,26524-32369-MF
Comcast Corporation,91991-54297-BL
"CatchMark Timber Trust, Inc.",25634-49123-HB
Moog Inc.,26547-23035-IA
Torchmark Corporation,28087-93110-DA
"Blackhawk Network Holdings, Inc.",51967-58898-EF
Johnson & Johnson,80146-41750-BE
Cóndor,63983-60605-IB
Andes Travertine,20225-20112-AH
Manto Verde,87250-70984-KM
Jerónimo,56332-12844-EA
"Biocept, Inc.",37585-17633-MN
"Sarepta Therapeutics, Inc.",18147-39228-DK
SQM - Mapocho,4680-26737-IB
PTC Inc.,13977-68652-FN
GlaxoSmithKline PLC,29913-96716-BK
"SolarEdge Technologies, Inc.",47405-72296-BA
Georgia Power Company,24760-62647-BO
"Gabelli Equity Trust, Inc. (The)",30482-31901-JB
SQM - María Elena,51594-81756-NO
SQM - Nueva Victoria,5318-2206-GM
Punitaqui,21929-81178-AJ
BLDRS Developed Markets 100 ADR Index Fund,8399-39437-EH
RenaissanceRe Holdings Ltd.,20624-27509-OH
Haldeman - Sagasca,30277-61968-EE
Lambert,890-79681-FA
Kite Realty Group Trust,43998-76602-AJ
Inseego Corp.,9638-69904-DH
"Discovery Communications, Inc.",1733-67013-BK
El Peñón,90285-61062-BL
Mackinac Financial Corporation,35975-44507-AM
"Entergy Louisiana, Inc.",89920-79957-AO
Mantos de la Luna,10371-24996-JM
"Hub Group, Inc.",55828-35800-BI
"Gray Television, Inc.",47899-12047-DI
Northern Trust Corporation,757-40196-IF
Las Piedras,12834-5009-HO
E.I. du Pont de Nemours and Company,89272-44277-FI
DRDGOLD Limited,23444-36413-HM
Pucobre,73090-67186-JO
"HD Supply Holdings, Inc.",28238-79070-LL
Entegra Financial Corp.,85820-13423-AI
Cabot Corporation,740-99896-AE
Andina,54420-80029-AN
Andacollo Cobre,71085-48540-JD
"Enanta Pharmaceuticals, Inc.",67086-99464-GN
Cohen & Steers Reit and Preferred Income Fund Inc,8641-59534-BG
Manto Verde,28959-53759-BJ
Pupunahue,67039-67782-OK
Western Asset Bond Fund,24277-9184-JB
Costamare Inc.,35021-47224-MM
La Perla,24063-67045-LK
Suncor EnergyInc.,24330-32423-FB
Manto Verde,3150-35311-MH
Abeona Therapeutics Inc.,50721-63106-BG
Applied DNA Sciences Inc,42141-69310-OK
Royal Caribbean Cruises Ltd.,50209-60023-BO
Bright Scholar Education Holdings Limited,79221-78941-OK
Fidus Investment Corporation,97424-24201-GK
Maganeso III de Atacama,37016-52533-EJ
E*TRADE Financial Corporation,50195-79925-GN
Torchmark Corporation,99971-77469-OK
"LTC Properties, Inc.",28765-6435-JK
Bed Bath & Beyond Inc.,93642-62171-AO
Don Alberto,52358-57690-BK
Mantos Blancos,77657-73505-HH
SQM - María Elena,66961-67045-BD
Faride,23308-70373-OB
iShares 20+ Year Treasury Bond ETF,29065-14571-DG
Sierra Miranda,99840-20826-AI
"Chegg, Inc.",86290-86393-KB
ENGlobal Corporation,92628-37339-EK
Silvercrest Asset Management Group Inc.,29701-80283-NH
Royal Caribbean Cruises Ltd.,47019-65186-KD
Can Can,46098-38369-GB
Pirquitas,22617-7669-DF
Manantial,61680-95716-LA
PrimeEnergy Corporation,37431-79886-KB
Toll Brothers Inc.,83729-12938-EB
Victoria,39509-37069-AB
Bright Scholar Education Holdings Limited,44571-52441-LJ
GlaxoSmithKline PLC,75640-22263-BL
Kamada Ltd.,16000-55361-GF
Chimberos,9375-91231-HG
Mackinac Financial Corporation,19570-35202-IB
El Abra,55987-83274-GB
Yahoo! Inc.,1902-45724-OB
Diana Shipping inc.,16231-16346-DA
Dorado,54076-95580-IA
PIMCO Dynamic Credit and Mortgage Income Fund,37092-2575-EB
Talcuna,69537-29917-AG
La Perla,36418-29034-LL
"FTI Consulting, Inc.",68806-20753-DD
"Franklin Financial Network, Inc.",2183-7526-JO
"Biocept, Inc.",57937-23621-AF
"SolarEdge Technologies, Inc.",92577-19824-DI
"Fiserv, Inc.",11366-2649-FK
Montecristo,86948-9635-EI
"Under Armour, Inc.",88869-36506-KJ
"Universal Stainless & Alloy Products, Inc.",81732-55113-HO
Nabriva Therapeutics AG,18294-42879-FA
La Coipa,67651-69334-HD
Incyte Corporation,418-80478-KA
JM Global Holding Company,33566-43835-DK
Nuveen Connecticut Quality Municipal Income Fund,1591-33425-KH
"H&R Block, Inc.",62135-4857-GJ
Sierra Gorda,63844-75117-LF
Janus Henderson Small Cap Growth Alpha ETF,40052-42052-HM
China Mobile (Hong Kong) Ltd.,33549-29220-LD
GlaxoSmithKline PLC,21717-91431-MK
Carvana Co.,8695-74976-FK
"Pinnacle Financial Partners, Inc.",22025-60987-AJ
Global Partner Acquisition Corp.,8960-86872-LO
Inacesa - El Jilguero,13182-66645-HE
Ceragon Networks Ltd.,8776-40608-MB
"Biocept, Inc.",68928-64345-GF
Lota,75111-59105-BI
"First Hawaiian, Inc.",1425-3855-KA
El Tesoro,59091-38656-EB
Blackstone GSO Long Short Credit Income Fund,11454-69599-DO
Arenal,56863-3110-ME
"Kura Oncology, Inc.",4909-57769-GE
Cerro Imán,99142-47861-JM
SQM - Pampa Blanca,21660-57932-MJ
First Trust Emerging Markets Small Cap AlphaDEX Fund,67145-64420-OB
Tuina,1474-23161-LO
Container Store (The),94496-7974-JG
Pampa Camarones,84931-28324-GK
Cummins Inc.,9026-9646-NK
Unisys Corporation,32066-95969-IB
"MasTec, Inc.",49061-68536-AA
CMP - El Laco,91614-87077-NE
Celite - Tilviche,81243-77593-HO
PureFunds ETFx HealthTech ETF,40421-61770-DB
Colico Sur,1233-49229-JB
"PrivateBancorp, Inc.",35402-62740-OL
Park-Ohio Holdings Corp.,45175-28001-BJ
Natl Westminster Pfd,45579-45307-KK
First Trust Emerging Markets Small Cap AlphaDEX Fund,21799-3640-GH
"XO Group, Inc.",26277-10538-HG
"Chegg, Inc.",50449-87819-KG
"Chunghwa Telecom Co., Ltd.",43521-40549-FJ
"Apple Hospitality REIT, Inc.",70011-96832-BE
"International Seaways, Inc.",12653-10529-EG
Nuveen Municipal High Income Opportunity Fund,36794-75754-JJ
Faride,32283-90650-AL
PureFunds ETFx HealthTech ETF,17502-88090-EM
Coirón,51011-8453-HJ
SQM - Pampa Blanca,46338-32853-KB
Nuveen Energy MLP Total Return Fund,60442-82587-AE
PowerShares KBW High Dividend Yield Financial Portfolio,89200-57413-BJ
Terreno Realty Corporation,18918-40315-BN
Virco Manufacturing Corporation,10864-63295-BN
Catamutún,2673-11169-NJ
Cerro Negro,36584-87072-NI
"LTC Properties, Inc.",79914-64623-BO
NVIDIA Corporation,32620-6519-OG
Tekla Healthcare Opportunies Fund,65288-62209-GM
"Rush Enterprises, Inc.",94662-60822-KO
"China Lodging Group, Limited",80382-25968-ON
Intracampos,47057-37649-GM
Arlington Asset Investment Corp,5264-30837-LJ
AdvisorShares Market Adaptive Unconstrained Income ETF,91620-40933-DH
Linderos,1226-32093-GJ
Chimborazo,31102-96031-JL
Randgold Resources Limited,77594-95670-IB
Ministro Hales,65353-60534-MA
Dollar General Corporation,61405-7696-LD
Don Alberto,64444-14936-DM
Franke,92367-58579-DE
3M Company,74585-53586-BA
AdvisorShares Market Adaptive Unconstrained Income ETF,12942-72417-MG
Regal Entertainment Group,85654-65320-JH
Los Pelambres,54663-4225-DH
First Trust Emerging Markets Small Cap AlphaDEX Fund,60496-44500-FB
Western Asset Bond Fund,99437-98248-IG
Nuveen Michigan Quality Municipal Income Fund,48520-83005-AK
Galectin Therapeutics Inc.,87475-47424-MI
Terreno Realty Corporation,89362-44462-BB
El Tesoro,6429-2000-GB
Elenita,99945-20444-LG
Cambrex Corporation,25273-99309-JN
"Spark Energy, Inc.",30557-20414-DN
Aircastle Limited,53207-10701-HJ
Pucobre,96795-82003-DJ
"Avenue Therapeutics, Inc.",32352-87117-DD
Neff Corporation,10718-26788-DE
"Texas Capital Bancshares, Inc.",17094-38247-MA
SQM - Pedro de Valdivia,76152-10701-MN
"H&R Block, Inc.",61961-61200-IL
Las Piedras,98844-91737-AI
"Mirna Therapeutics, Inc.",42276-9435-NH
"Blackhawk Network Holdings, Inc.",77730-82454-HK
CVS Health Corporation,94816-33066-DH
TICC Capital Corp.,79278-55035-HN
Cerro Casale,5323-49778-OH
"PrivateBancorp, Inc.",7287-71979-JB
Cummins Inc.,19452-41569-EB
Torchmark Corporation,95276-61457-BL
Tranquilo,46218-63248-JL
"Discovery Communications, Inc.",25693-8858-JG
El Tesoro,36366-7822-HB
Lomas Bayas,18152-60328-AH
"Vectrus, Inc.",95663-14215-BL
SQM - Pampa Blanca,61261-75364-DA
Chuquicamata,48802-1511-JD
Peckett,87358-89305-EA
"PDF Solutions, Inc.",95173-10559-JE
Costamare Inc.,23914-5652-GL
"Hurco Companies, Inc.",24327-14615-EB
Janus Henderson Small Cap Growth Alpha ETF,68714-66304-FD
Faride,38828-79097-GJ
El Soldado,41230-60535-FH
Drive Shack Inc.,13534-32716-BK
Zaldívar,89916-34267-EA
Jazz Pharmaceuticals plc,83598-42005-AG
Hamilton Lane Incorporated,12618-20468-IH
Apollo Senior Floating Rate Fund Inc.,73410-11865-MG
Old Republic International Corporation,67186-90835-DL
SQM - María Elena,8291-78389-LE
Arenal,63532-74690-MK
Texas Pacific Land Trust,89657-59723-LD
Pupunahue,27787-35029-HI
Gilat Satellite Networks Ltd.,66628-98098-IK
SQM - Mapocho,81250-49655-LD
Nuveen Energy MLP Total Return Fund,855-11882-FD
La Picarda,49273-38206-DB
"Shutterstock, Inc.",60520-32505-LF
"Argos Therapeutics, Inc.",20475-5210-EO
SQM - María Elena,20038-5150-ML
Gabriela Mistral,53017-77041-EH
Andacollo Cobre,28781-99663-HJ
"Appliance Recycling Centers of America, Inc.",14306-20184-EB
Entercom Communications Corporation,15090-39520-HG
Azul S.A.,64424-79097-FN
Andacollo Cobre,45648-84778-HE
Navío,92732-88730-GO
Lions Gate Entertainment Corporation,40627-96694-FG
Cerro Imán,11778-94696-MD
Bright Scholar Education Holdings Limited,98986-70197-HB
Pupunahue,95350-1075-KA
"Ellie Mae, Inc.",89650-409-LI
Toll Brothers Inc.,51509-7617-KD
Linderos,61975-58545-LO
Guanaco,40491-80123-LF
Patriot National Bancorp Inc.,57602-94867-KB
"Pinnacle Financial Partners, Inc.",71068-45885-NM
Schwager,14313-93286-BE
Western Alliance Bancorporation,95552-13453-BB
Lambert,2328-69294-GL
"Financial Engines, Inc.",81332-14092-IO
"Chegg, Inc.",84339-76782-NN
West Corporation,79258-62208-GA
United States Cellular Corporation,96476-40175-NH
